Name,Ticker,Sector,Description
NEM INSURANCE PLC [CG+],NEM,FINANCIAL SERVICES,"NEM Insurance Plc (NEM) is engaged in general insurance business. The Company is engaged in the provision of non-life insurance services for both corporate and individual customers. The Company operates through two segments: Nem Insurance (Nigeria) Plc, and Nem Insurance (Ghana) Ltd. The Company's products and services include fire/extraneous perils policy, consequential loss policy, burglary or housebreaking policy, fidelity guarantee policy, public liability policy, money policy, goods in transit policy, group personal accident policy, motor insurance policy, marine policies, aviation policy, financial risk management policy, machinery breakdown policy and electronic equipment policy. The Company provides oil and gas, and energy insurance in Nigeria with a focus on various areas, such as upstream risks, downstream risks, and power, solid mineral and other products, and it also provides risk management services."
NESTLE NIGERIA PLC. [CG+],NESTLE,CONSUMER GOODS,"Nestle Nigeria Plc is a food manufacturing and marketing company. The Company is engaged in manufacturing, marketing and distribution of food products, including purified water throughout the country. It operates through two segments: Food and Beverages. The Food segment includes production and sale of Maggi, Cerelac, Nutrend, Nan, Lactogen and Golden Morn. The Beverages segment includes production and sale of Milo, Chocomilo, Nido, Nescafe and Nestle Pure Life. It manufactures and markets a range of brands, which include Infant Formula-Nestle NAN, Infant cereals-Nestle NUTREND, Nestle CERELAC, Family cereals-Nestle GOLDEN MORN, Confectionery-Nestle CHOCOMILO, Bouillon-MAGGI Cube, MAGGI Mix'py and Table Water-Nestle PURE LIFE. Its products include MAGGI Star Cube, MAGGI Crayfish, MAGGI Chicken, Ginger & Garlic, Golden Beef and Classic. It promotes food cultures through MAGGI Star Cook participatory cookery program in neighborhoods, and MAGGI Women Forum, a home management program."
NIGER INSURANCE PLC [MRF],NIGERIN,FINANCIAL SERVICES,"Niger Insurance Plc is a composite insurance company. The Company's businesses include non-life business and life business. Its non-life business is organized into the segments, including Motor, which underwrites motor insurance; Marine & aviation, which provides cover on airborne cargoes, ships, fishing vessels, ports and harbors installation; Fire, which covers accidental destruction of properties, such as household buildings and raw materials, and Accident, which includes accident policies covering a range of activities, such as personal accidents and family accidents. The non-life business includes segments, such as Group life, which is undertaken by enterprises to provide a life assurance policy cover for their employees; Individual life, including life assurance policies; Mutual Halal Plan, which is a life insurance policy designed for Muslims and other interested parties in Nigeria, and Personal Pension and Savings, which includes life assurance cover and investment account."
NIGERIA ENERYGY SECTOR FUND,NESF,FINANCIAL SERVICES,"Nigerian Energy Sector Fund Plc is a closed-end investment vehicle constituted under a Trust Deed with UBA Trustees Limited as the trustees. The fund was created by the Nigerian Energy Sector Fund PLC to bridge the funding gap in the energy sector of the Nigerian economy. It was established by mobilising investible funds from individuals, corporate, and foreigners."
NIGERIAN AVIATION HANDLING COMPANY PLC [CG+],NAHCO,SERVICES,"Nigerian Aviation Handling Company Plc is involved in the provision of services, including aircraft handling, cargo handling, passenger profiling, crew transportation, leasing of ground handling equipment and equipment rental. The Company's aircraft handling services include ramp services, passenger profiling, security and baggage handling (loading and offloading). Its cargo handling services include cargo documentation services for airlines, import and export cargo facilitation through warehouses in Lagos, Kano, Abuja, Port-harcourt and Enugu. It provides crew transportation services for airline crew or passengers, business people, dignitaries and private jet passengers. It delivers these services through a fleet of 18-seater Mercedes Benz sprinter buses and 32-seater Toyota Coaster air-conditioned executive buses with baggage vans. Its learning and development center provides training support for the nation's aviation industry. The Company serves over 35 airlines across Nigeria."
NIGERIAN BREW. PLC. [CG+],NB,CONSUMER GOODS,"Nigerian Breweries Plc is a Nigeria-based brewing company. The Company is engaged in brewing, marketing and selling of lager, stout, non-alcoholic malt drinks and soft drinks. The Company's brands include Star lager beer; Gulder lager beer; Maltina, which is a nourishing malt drink; Legend Extra Stout; Amstel Malta; Heineken lager beer; Maltina Sip-it; Fayrouz, which is a non-alcoholic soft drink; Climax, a herbal energy drink; Goldberg lager; Malta Gold; Life Continental lager; Ace Passion; Star Lite and Star Radler, among others. Its products include 33 Export lager beer, Williams dark ale, Turbo Kings dark ale, More lager beer, malt drinks, Maltex and Hi Malt. It also offers apple cider, Strongbow (Gold Apple); Star Triple X; Ace Roots, and Ace Rhythm. It operates over 10 breweries and approximately two malting plants in Aba and Kaduna. It also focuses on ancillary business, which includes manufacturing cans, labels, cartons and bottles. It also has an export business."
NIGERIAN ENAMELWARE PLC.,ENAMELWA,CONSUMER GOODS,"Nigerian Enamelware Plc is a Nigeria-based company, which is engaged in the manufacturing and marketing of enamelware, plastic products and galvanized bucket. The Company operates through three segments: Enamelware, Plastic and Galvanised bucket. The Company's holding company is I. Feng Limited, which is incorporated in Hong Kong."
NIGERIAN EXCHANGE GROUP,NGXGROUP,FINANCIAL SERVICES,"Nigerian Exchange Group Plc operates as a stock exchange in Nigeria. It lists government stocks, industrial loans stocks, and equity/ordinary shares of company securities for trading. The company enables its dealing members to buy and sell securities quoted on the exchange on behalf of the investing public. It also offers transaction clearing, settlement, and delivery services, as well as automated trading system services for remote trading and surveillance. Nigerian Exchange Group Plc was formerly known as The Nigerian Stock Exchange. The company was founded in 1960 and is based in Lagos, Nigeria with additional branches in Abeokuta, Abuja, Bauchi, Benin, Inadan, Ilorin, Kaduna, Kano, Onitsha, Owerri, Port-Harcourt, Uyo, and Yola."
NOTORE CHEMICAL IND PLC [BLS],NOTORE,INDUSTRIAL GOODS,"Notore Chemical Industries Plc manufactures and sells nitrogenous fertilizers and substances to enhance the fertility of soil and water in Nigeria and internationally. It offers granular urea; nitrogen, phosphate, and potassium fertilizers; and ammonia. The company also markets farm produces; develops and markets seeds; and develops and operates industrial parks. In addition, it generates, distributes, and sells power. The company was incorporated in 2005 and is based in Onne, Nigeria."
NPF MICROFINANCE BANK PLC [CG+],NPFMCRF,FINANCIAL SERVICES,"NPF Microfinance Bank Plc is a Nigeria-based community bank. The Company’s principal activity is the provision of banking and other permissible financial services to poor and low income households and micro enterprises with emphasis on members of the Nigerian Police Community. Its services include retail banking, granting of loans, advances and allied services. The Bank operates through 28 branches located at Obalende, Ikeja, Garki-Abuja, Wuse-Abuja, Port-Harcourt, Kano, Osogbo, Benin, Akure, Onitsha, Sokoto, Lokoja, Lafia, Bauchi, Yola, Enugu, Kaduna, Oji River, Ibadan, Abeokuta, Ikorodu, Tejuosho, Asaba, Calabar, Aba, Aswani, Awka and Port Harcourt 2."
OANDO PLC [MRF],OANDO,OIL AND GAS,"Oando Plc. is a Nigeria-based integrated energy solutions provider. The Company operates through four segments: Exploration and production (E&P), Supply and Trading, Gas and Power, and Corporate and others. The E&P segment is involved in the exploration for and production of oil and gas through the acquisition of rights in oil blocks on the Nigerian continental shelf and deep offshore. In Nigeria, the Company holds interest in assets, including OML 60, OML 61, OML 62, OML 63, OML 122, OML 125, OML 131 and OML 134. It also holds interest in Blocks 5 and 12 located in Sao Tome and Principe. The Supply and Trading segment is engaged in trading of refined and unrefined petroleum products. The Gas and Power segment is engaged in the distribution of natural gas through its subsidiaries, Gaslink Nigeria Limited and Central Horizon Gas Company. The Company, through Gaslink Nigeria Limited and Central Horizon Gas Company, also supplies power to industrial customers."
OKOMU OIL PALM PLC.,OKOMUOI,AGRICULTURE,"The Okomu Oil Palm Company Plc engages in the cultivation and plantation of oil palm and rubber in Nigeria. It is also involved in the development of oil milling and processing of palm kernel. The company’s products include crude palm oil, palm kernel oil, palm kernel cake, and banga oil, as well as rubber cup lumps. As of December 31, 2020, it owned 19,061 hectares of oil palm area; and 7,335 hectares of rubber area. The company was founded in 1976 and is headquartered in Benin City, Nigeria. The Okomu Oil Palm Company Plc operates as a subsidiary of Socfinaf S.A."
OMATEK VENTURES PLC [RST],OMATEK,ICT,"Omatek Ventures PLC is a Nigeria-based holding company. The Company has interests in subsidiaries and associates involved in manufacturing, distribution, selling and servicing of computer equipment, and it also provides engineering services. The Company operates through two segments: Omatek Computers Limited and Omatek Ventures Distribution Limited. Omatek Computers Limited's principal activities include the assembly and manufacture of various types of computers and home entertainment products, uninterruptible power supply (UPS), inverters and solar systems. Omatek Ventures Distribution Limited is a computer company, which was formed to take over the distribution and sales of all products of the Company, including various types of computers and home entertainment products, UPS, inverters and solar systems. Its products include accessories, notebooks, tablets, power products, desktops, plasma televisions and speakers."
P Z CUSSONS NIGERIA PLC. [CG+],PZ,CONSUMER GOODS,"PZ Cussons Nigeria Plc is a Nigeria-based company engaged in the manufacture, distribution and sale of a range of consumer products through owned depots under various brand names, such as detergent, soap, cosmetics, medicaments, confectionery, refrigerators, freezers, air conditioners and home appliances throughout the country. The Company operates in over five categories: personal care, beauty, home care, food and nutrition, and electricals. Its segments include Branded consumer goods and Durable electrical appliances. It distributes the milk products of Nutricima Limited, Harefield Industrial Nigeria Limited, PZ Wilmar Limited and PZ Wilmar Food Limited. The Company manufactures and distributes various brands in Nigeria, from Imperial Leather to Cussons Baby, Morning Fresh to Thermocool and Robb. It operates in approximately 30 distribution depots across Nigeria with over 1,000 distributors. It manufactures and sells a range of consumer and electrical products in wholesale market."
PHARMA-DEKO PLC.,PHARMDE,HEALTHCARE,"Pharma Deko Plc is engaged in the manufacturing and production of pharmaceutical and consumer products. The Company operates through three divisions: pharmaceutical business group, consumer business group and contract manufacturing group. Its pharma brands are divided into over-the-counter (OTC) brands and ethical products. Under the OTC category, it offers cough and vitamins products under the brands, including PARKALIN PEDIATRICS, PARKALIN CHESTY, PARKALIN DRY COUGH, VITACEE SYRUP & DROPS, and Pharmadec Syrups & Drops. Its other OTC brands include REVITONE BLOOD TONIC, SALINS LINIMENT and ANTASIL tablets. It also offers Brett mouthwash brand with over two variants, including BRETT MINTY and BRETT GOLD. It offers Amoquin tablets and Garlic Tablets. Its prescription drugs include Omepraz Capsules, Sparxin, Pidiclox dry powder and Capsules, Amycin Dry Powder and Capsules, Hexedene, Parkaprim Suspension and tablets. Its consumer brands include non-sugar based carbonated soft drinks."
PREMIER PAINTS PLC.,PREMPAI,INDUSTRIAL GOODS,"Premier Paints Plc is engaged in the production and marketing of different grades of paints, such as wood finishes for the furniture industry, decorative, industrial coatings and auto refinishes. The Company operates through paint manufacturing segment. Its products also include marine and protective coatings. Its decorative category consists of emulsions, gloss and textured. Its industrial category includes RED OXIDE PRIMER, BRIGHT ALUMINUM PAINT, BLACK BITUMINOUS PAINT, QUICK DRY CELLULOSE, FAST DRY ENAMEL and PRIMER SURFACER. Its marine and protective category includes EPOXY HYBRID PAINT, EPOXY PRIMER RED PAINT and EPOXY FINISH PAINT. Its wood finishes category includes SUPREME GLOSSY LACQUER, MATT LACQUER and SUPREME SANDING SEALER. Its thinners and solvents category includes NITROCELLULOSE THINNER II, RETARDER SOLUTION and BIOCIDAL SOLUTION. The Company also offers roadmarking paints, which include ACRYLIC THERMOPLASTIC ROADMARKING PAINT and ALKYD BASE ROADMARKING PAINT."
PRESCO PLC,PRESCO,AGRICULTURE,"Presco Plc is an agro industrial company. The Company is engaged in the development of oil palm plantations, palm oil milling, palm kernel processing and vegetable oil refining. It specializes in the cultivation of oil palms and in the extraction, refining and fractioning of crude palm oil into vegetable oil and palm stearin. Its products include refined bleached and deodorized palm oil; palm olein; palm stearin; palm fatty acid distillate; palm kernel oil, including crude and refined, and palm kernel cake. It owns oil palm plantations, a palm oil mill and palm kernel crushing plant, vegetable oil refining and fractionation plants. The Company consists of oil palm plantations of approximately 16,470 hectares, of which approximately 11,590 are mature; a palm oil mill with a capacity of over 60 tons fresh fruit bunches/hour; a refinery/fractionation plant with a capacity of over 100 tons/day, and a palm kernel crushing plant with a capacity of approximately 60 million tons/day."
PRESTIGE ASSURANCE PLC [BLS],PRESTIG,FINANCIAL SERVICES,"Prestige Assurance Plc (Prestige) is engaged in non-life insurance business. The Company's core areas of business include motor, marine, bond, engineering, fire, aviation, oil and gas, and general accident. The Company's activities include insurance underwriting, claims administration and management of liquidity by investing the surplus in fixed deposits, bonds and treasury bills. Prestige's services also include lease financing, risk management advices, policy audit and customer education. The Company provides commercial insurance, industrial insurance, liability insurance and personal insurance. The commercial insurance covers fire, theft and accident from any fortuitous cause, among others. The industrial insurance covers machinery breakdown, electronics equipment policy, consequential loss and contractors all risk, among others. The personal insurance covers motor, group personal accident, money policy, personal accident policy and burglary, among others."
R T BRISCOE PLC.,RTBRISCOE,SERVICES,"R.T. Briscoe (Nigeria) PLC (Briscoe) is a Nigeria-based company, which offers automobiles, power equipment and industrial equipment products. The Company operates through the Briscoe Toyota, Briscoe Ford and Industrial Equipment divisions. Its Briscoe Toyota division is engaged in the marketing, sales and servicing of a range of Toyota Auto commercial and passenger vehicles under the trade name, BriscoeToyota. The Company's Industrial Equipment division is engaged in the marketing, sales and services of industrial, mining, drilling and construction equipment, as well as generating sets. The Industrial Equipment division holds the franchise of various international brands, including Atlas Copco compressors, Toyota brand of forklifts, BT pallet trucks and JCB Power products, in the provision of these products. It offers multiple solutions package (MTS), including Fleet Plus (Auto Fleet Owners), Service Plus (Auto/Power Fleet Owners) and Warranty Plus (Auto/Power Fleet Owners)."
RED STAR EXPRESS PLC [CG+],REDSTAREX,SERVICES,"Red Star Express Plc provides courier services, mailroom management services, freight services, logistics, warehousing and general haulage. The Company operates through four segments: Courier, Freight, Logistics and Support services. Its services include Air Express, Bulk Mail, Inbound Collect and Special Projects. Air Express's domestic products include RED STAR EXPRESS DOMESTIC SAME DAY, RED STAR EXPRESS DOMESTIC EXPRESS AND CUSTOMER/ADDRESS VERIFICATION SERVICES, and international products include FEDEX INTERNATIONAL PRIORITY and POINT TO POINT (P2P) DELIVERY. It offers Bulk Mail services for bulk document deliveries, and the items include annual reports, share offer forms, share certificates, annual general meetings, bank statements and direct mails. The Inbound Collect services include INTERNATIONAL INBOUND COLLECT and DOMESTIC INBOUND COLLECT. Its Special Projects include various classes of services, such as product sampling, and delivery and retrieval of promotional items."
REGENCY ASSURANCE PLC,REGALIN,FINANCIAL SERVICES,"Regal Insurance PLC is a Nigeria-based company. The Company provides general insurance products to institutional and individual clients. The Company operates through four segments: non-life/general business, properties and investment, retail and microfinance banking, and vehicle tracking services. It underwrites accident, aviation, bond, engineering, oil/gas, fire, marine, motor, workers compensation, and employee liability insurances."
RESORT SAVINGS & LOANS PLC [MRF],RESORTS,FINANCIAL SERVICES,"Resort Savings and Loans Plc (the Bank) is a Nigeria-based bank. The Bank's principal activity is the provision of mortgage banking and other financial services to corporate and individual customers. The Bank offers mortgage account, personal account, corporate account and diaspora account. Its services include granting of loans and advances, corporate finance, as well as money market activities. The Bank's wholly owned subsidiary, Resort Developers Limited carries on the business of real estate development, management and loan syndication and consulting services."
RONCHESS GLOBAL RESOURCES PLC,RONCHESS,CONSTRUCTION/REAL ESTATE,"Ronchess Global Resources PLC, together with its subsidiaries, provides traffic, construction, and procurement services in Nigeria, the United States, and internationally. It offers traffic solutions, including mechanized road marking, road signs, traffic lights, solar and non solar streetlights, and intelligent traffic systems; and airport solutions, such as runway and taxiway marking, runway signs, and runway lights. The company also provides road and building construction services; and procurement services for public and private sector clients. In addition, it develops and invests in real estate projects; and provides terrace and estate development services, as well as urban design, and regional and transportation planning services; and engages in private equity and venture capital funding activities. The company was founded in 2008 and is headquartered in Lagos, Nigeria."
ROYAL EXCHANGE PLC. [CG+],ROYALEX,FINANCIAL SERVICES,"Royal Exchange Plc provides general and health insurance, life insurance, financing, asset management, trusteeship, and microfinance banking services in Nigeria. The company operates through four segments: Life Insurance, Financial Services, Healthcare, and Credit Financing. It offers motor, fire, accident, marine/aviation, bond, engineering, agriculture, and oil and gas insurance products. The company was formerly known as Royal Exchange Assurance (Nigeria) Plc and changed its name to Royal Exchange Plc in July 2008. Royal Exchange Plc was founded in 1918 and is headquartered in Lagos, Nigeria."
S C O A NIG. PLC.,SCOA,CONGLOMERATES,"SCOA Nigeria PLC is a Nigeria-based company, which is engaged in the distribution, maintenance and leasing of motor vehicles; assembling, sales and servicing of power generators, sales and servicing of earth-moving and construction equipment, industrial compressors, agricultural tractors, machinery and implements. Its segments include Auto segment, which assembles tractors, MAN Truck and Buses, sales of harvesters, motor vehicles, leasing and services of passengers cars, trucks and other commercial vehicles; Equipment segment, which deal in sales/distribution of earth-moving, road construction, concreate, industrial and professional cleaning equipment and assembling of generators, fabrication of soundproof canopies, execution of power plants and power projects, including transmission and distribution; Trading segment, which involves importation and sales of delicatessen and fine foods and drinks, and Construction segment, which executes road and infrastructure projects."
SECURE ELECTRONIC TECHNOLOGY PLC,NSLTECH,SERVICES,"Secure Electronic Technology Plc engages in the lottery business in Nigeria. It offers lottery and gaming products. The company was formerly known as National Sports Lottery Plc and changed its name to Secure Electronic Technology Plc in December 2011. Secure Electronic Technology Plc was incorporated in 2000 and is based in Lagos, Nigeria."
SEPLAT ENERGY PLC [CG+],SEPLAT,OIL AND GAS,"Seplat Energy PLC, formerly Seplat Petroleum Development Company Plc, is a Nigeria-based company engaged in oil and gas exploration and production. Its segment is the exploration, development and production of oil and gas related projects located in Nigeria. Its portfolio consists of approximately seven oil and gas blocks in the prolific Niger Delta region of Nigeria, including oil mining lease (OML) 4, 38 and 41, OPL 283 (Pillar), OML 53, OML 55, OML 40, and Ubima. It has a working interest in OMLs 4, 38 and 41, which are located in Edo and Delta States onshore Nigeria. Its OML OML 55 covers an area of approximately 840 kilometer (km) and is located in the offshore areas in the south eastern Niger Delta. It has a non-operated working interest in the Umuseti/Igbuku Marginal Field Area of OML 56. Its OML 40 licence lies onshore within the Niger Delta, approximately 65 km northwest of Warri and covers an area of 498 (km). Its OML 53, which covers an area of approximately 1,585 km."
SFS REAL ESTATE INVESTMENT TRUST,SFSREIT,CONSTRUCTION/REAL ESTATE,"SFS Real Estate Investment Trust is a closed-ended real estate investment trust. It involves primarily in acquiring investment properties which are held for capital appreciation. The company is headquartered in Lagos, Nigeria."
SKYWAY AVIATION HANDLING COMPANY PLC,SKYAVN,SERVICES,"Skyway Aviation Handling Company Plc provides aviation ground handling services. Its services include aircraft handling, passenger handling, ramp handling, cargo handling, aviation security, baggage reconciliation, ground and flight dispatch, and premium lounge. The company also operates SAHCO Training Academy that offers aviation training courses; and provides equipment rental and maintenance services. Skyway Aviation Handling Company Plc was incorporated in 2009 and is headquartered in Lagos, Nigeria."
SOVEREIGN TRUST INSURANCE PLC,SOVRENI,FINANCIAL SERVICES,"Sovereign Trust Insurance Plc operates as a non-life insurance company in Nigeria. It offers motor, family wellbeing, personal/group accident, marine cargo and hull, travel, contractors all risk, aviation, burglary house breaking, consequential loss, oil and gas, fire and extraneous perils, and workmen’s compensation insurance products. The company also provides electronic equipment, fidelity guarantee, goods in transit, money, professional indemnity, machinery breakdown, house holder house owner, and healthcare indemnity insurance products, as well as builder’s, public, product, and occupiers liability insurance. Sovereign Trust Insurance Plc was incorporated in 1980 and is headquartered in Lagos, Nigeria."
STACO INSURANCE PLC [MRF],STACO,FINANCIAL SERVICES,"STACO Insurance Plc is a Nigeria-based company engaged in the provision of non-life insurance business. The Company operates through eight segments: Fire, General Accident, Motor Vehicle, Oil and Gas, Marine, Aviation, Bond and Engineering. The Company's portfolio serves Nigeria's public and private sectors, including oil and gas, engineering/construction, manufacturing, trade, aviation and marine. The Company is also developing its micro insurance arm. The Company provides non-life insurance services to both retail and corporate clients all over Nigeria. The Company provides insurance for accidental death, permanent disability or hospitalization. The Company's subsidiary is Staco Insurance Company (Sierra Leone) Limited. Staco Insurance Company (Sierra Leone) Limited is an insurance company engaged in the provision of life and non-life businesses to retail and corporate customers in Sierra Leone, West Africa."
STANBIC IBTC HOLDINGS PLC [CG+],IBTC,FINANCIAL SERVICES,"Stanbic IBTC Bank PLC is a Nigeria-based company, which provides banking and related financial services. The Bank offers a range of corporate and investment banking services to its customers, both locally and across the West African region. It offers current, savings and domiciliary accounts, personal loans and vehicle and asset finance, debit cards and credit cards, home loans, Internet banking, and small and medium scale enterprise (SME) loans. For individuals, the Bank offers transactional accounts, borrowing, saving and investing, specialized services, online forms and self-service banking. For SMEs, it provides payments and collections, which include international payments and local payments, and international collections, merchant solutions and Internet gateway payment."
STANDARD ALLIANCE INSURANCE PLC. [MRF],STDINSU,FINANCIAL SERVICES,"Standard Alliance Insurance Plc is an insurance company. The Company's principal activity is the provision of non-life and life underwriting (under separate licenses held by it and its subsidiary) and special risk underwriting and related financial services to its customers. Its segments include Group life assurance segment, Individual life assurance segment and Investments management or savings links segment. It provides a range of insurance services to individuals, corporate bodies and the government. Its product categories include home insurance, such as house owners insurance, burglary and housebreaking Insurance; personal insurance, such as motor insurance and personal accident insurance; business insurance, such as bonds insurance and fidelity guarantee insurance; engineering insurance, such as machinery breakdown insurance and plant all-risk insurance, and special risk insurance and compulsory insurance, which includes oil and gas insurance, aviation insurance and others."
STERLING BANK PLC.,STERLNBANK,FINANCIAL SERVICES,"Sterling Bank Plc (the Bank) is a merchant bank engaged in commercial banking with focus on retail and consumer banking, trade services, corporate, investment and non-interest banking activities. The Bank provides wholesale banking services, including the granting of loans and advances, letter of credit transactions, money market operations, electronic and mobile banking products, and other banking activities. It operates through four segments: Retail Banking, Commercial Institutional Banking, Corporate Investment Banking and Non-interest Banking. The Corporate banking provides banking solutions to multinationals companies and other financial companies. The Retail and Commercial banking segments provide banking solutions to individuals, small businesses, partnerships and commercial entities. The Non-Interest banking segment provides solutions that are consistent with Islamic laws and guided by Islamic. The Treasury conducts its financial advisory and securities trading activities."
SUNU ASSURANCES NIGERIA PLC. [CG+],SUNUASSUR,FINANCIAL SERVICES,"SUNU Assurances Nigeria PLC, formerly Equity Assurance Plc, is a Nigeria-based insurance company. The Company's principal activity is the provision of non-life insurance business, health management and financial services to corporate and retail customers in both Nigeria and Ghana, respectively. The Company's segments include Non-Life, Asset Management and Health Management. The Non-Life segment covers the protection of customers' assets and indemnification of other parties that have suffered damage as a result of customers' accidents. The Asset Management segment offers finance leases to both individual and corporate clients. The Health Management segment offers health management to both corporate and individual clients. Its insurance services include Consequential Loss Insurance, Burglary Insurance, Householder's Insurance, Goods in Transit Insurance, Public Liability Insurance, Products Liability Insurance, Aviation Insurance and Fidelity Guarantee Insurance."
TANTALIZERS PLC,TANTALI,SERVICES,"Tantalizers PLC, a fast food company, engages in the quick service restaurant and outdoor catering businesses in Nigeria. Its restaurants offer soups and swallows, breakfast, ice creams, bread, cakes, non-alcoholic drinks, and Chinese meals; and eat-in and take-away products, such as baked pastries and continental meals. The company also provides outdoor, institutional, and industrial catering services; and meal delivery services. In addition, it franchises its restaurants. The company was founded in 1997 and is headquartered in Lagos, Nigeria."
THE INITIATES PLC,TIP,SERVICES,"The Initiates Plc, a waste management company, provides contracting and consultancy services in waste management, industrial cleaning, and decontamination to the private and public sectors. The company offers thermal desorption services; surface cleaning and non-man entry automated tank cleaning systems, FPSOs, tanks, and vessel desludging and cleaning systems; onsite drilling waste management systems; waste incineration services; and e-waste processing services. It also provides waste management consultancy services, including contaminated land investigation and remediation planning, waste auditing and strategy development, and waste trans-boundary movement; asbestos management and soil and groundwater remediation; and municipal solid waste management services comprising waste collection planning and optimization, and processing and recycling, treatment and disposal, as well as cost recovery. In addition, the company constructs and operates material recovery and waste water facilities, and incineration unis. The Initiates Plc was incorporated in 1995 and is based in Port Harcourt, Nigeria."
THOMAS WYATT NIG. PLC. [MRS],THOMASWY,NATURAL RESOURCES,"Thomas Wyatt Nigeria Plc. is engaged in paper conversion and printing. The Company manufactures school and office stationery and large-scale printers. The Company carries out various businesses, such as Graphic Design, Color Separation, General Printing, Paper Converting and Publishing. The Company's products include Wired Exercise Notebooks, Hard Covers, Reporters Notebook, Examination Paper, File Group, Photocopy Paper and DYMO Products. It also offers ruled papers, duplicated books, spiral and quarter bound books, typing papers and envelopes. The Company markets its stationary products under APEX MILL name. The Company prints annual reports and accounts, brochures, folders, desk year planners, newsletter/journals and magazines. The Company also prints calendars and diaries, among others. It offers toilet rolls and facial tissues under the brand name NAPEX. Its subsidiaries include Thomas Wyatt & Sons (Northern Nigeria) Ltd., Londapex Limited and Apex (Eastern Nigeria) Ltd."
TOTALENERGIES MARKETING NIGERIA PLC,TOTAL,OIL AND GAS,"TotalEnergies Marketing Nigeria PLC, formerly Total Nigeria Plc, is a Nigeria-based company, which operates in the downstream sector of the oil and gas industry. The Company is primarily engaged in the marketing and distribution of refined petroleum products, including oil and biofuels, natural gas and green gases, renewables and electricity. The Company's segments include integrated gas, renewables & power segment, exploration & production segment (EP), refining and chemical segment and marketing and service segment (MS). Its integrated gas, renewables & power segment is engaged in activities of the integrated gas and electricity chains and carbon neutrality. Its EP segment encompasses oil and natural gas exploration and production activities in approximately more than 50 countries. Its refining & chemical segment include refining of base petrochemicals, polymer derivates the transformation of biomass and elastomers. Its MS segment supplies and markets activities of oil products."
TOURIST COMPANY OF NIGERIA PLC. [DIP],TOURIST,SERVICES,"The Tourist Company of Nigeria Plc is engaged in the operation of gaming and hospitality businesses in Victoria Island, Lagos. The Company operates through two segments: Gaming and Hospitality. The Gaming segment includes the provision of tables and slots gaming facilities. The Hospitality segment is engaged in the sale of hotel room accommodation, sale of food and beverages in the Company's restaurants and bars, as well as venue hire, pool club subscriptions and entrance fees, parking and laundry charges, and other miscellaneous. The Company is a subsidiary of Sun International Limited."
TRANS-NATIONWIDE EXPRESS PLC.,TRANSEXPR,SERVICES,"Trans-Nationwide Express Plc, a logistics company, engages in domestic and international express delivery, haulage, freight, and other ancillary transportation and storage services in Nigeria. The company provides logistics services, including warehousing, e-commerce/order fulfillment, air/sea freight, and removals/packaging services. It also offers mailroom management services and courier services, as well as shipment of diagnostic biological samples and clinical trial supplies. The company was formerly known as TNT Skypak Nigeria Limited and changed its name to Trans-Nationwide Express Plc in 1992. Trans-Nationwide Express Plc was founded in 1984 and is headquartered in Lagos, Nigeria."
TRANSCORP HOTELS PLC [BLS][CG+],TRANSCOHOT,SERVICES,"Transcorp Hotels Plc is engaged in the rendering of hotel services. The Company is engaged in developing hospitality assets in Nigeria and West Africa regions. The Company's hotels include Transcorp Hilton Abuja and Transcorp Hotels Calabar. The Company's Transcorp Hilton Abuja hotel has approximately 670 rooms, and it provides cuisine and meeting rooms to business travelers and tourists. The Transcorp Hilton Abuja hotel offers a guest reward program, Hilton Honors, which awards points and miles to members staying at any of the Hilton Group's 3,700 hotels around the world, and airline miles in partnership with over 50 airlines. The 146-room Transcorp Hotels Calabar provides conferencing facilities, dining, round the clock room service, a fitness center, airport pick up and wireless fidelity (wi-fi) in all guest rooms. The Company is a subsidiary of Transnational Corporation of Nigeria Plc (Transcorp)."
TRANSNATIONAL CORPORATION OF NIGERIA PLC,TRANSCO,CONGLOMERATES,"Transnational Corporation of Nigeria Plc is engaged in investment and operation of portfolio companies in the hospitality, power, agro-allied and oil and gas sectors. The Company operates through five segments: Hospitality, Agro-allied, Power, Oil & Gas and Corporate Centre. The Hospitality segment is made up of Transcorp Hotels Plc., Transcorp Hotels Calabar Limited, Transcorp Hotels Ikoyi Limited and Transcorp Hotels Port Harcourt Limited subsidiaries, which renders hospitality services to customers. The Agro-allied segment relates Teragro Commodities Limited subsidiary, which is engaged in the manufacturing/processing of fruit concentrates. The Power segment relates to Transcorp Power Limited subsidiary, which is engaged in generation of electric power. The Oil & Gas segment is made up of two subsidiaries: Transcorp Energy Limited and Transcorp OPL 281 Limited. The companies are into the exploration, refining and marketing of petroleum products."
TRIPPLE GEE AND COMPANY PLC.,TRIPPLEG,INDUSTRIAL GOODS,"Tripple Gee & Company Plc is engaged in the production of security documents, financial instruments and packaging items. The Company offers products and services across a range of industries, such as banking, government regulatory bodies, oil and gas, pharmaceutical and fast moving consumer goods (FMCG). Its Tea Tags include pharma labels, anti-counterfeit labels and packaging labels. Its secure products include magnetic ink character recognition (MICR) encoded and personalized checks, such as corporate, individual and other specialized checks for both local and international use; MICR encoded and personalized dividend warrants; share certificates ballot paper and other election stationary for voting; custom revenue collection forms and receipts; statement of accounts and pension contribution, and utility bills. The Company caters to both private and public sectors of Nigerian economy."
